VO01_01	715855.509	3946582.776	89.617	EC
VO01_02	715854.515	3946581.730	89.618	EC
VO01_03	715851.874	3946586.205	89.583	EC
VO01_04	715850.881	3946585.166	89.584	EC
VO01_05	715848.176	3946589.693	89.549	EC
VO01_06	715847.209	3946588.634	89.551	EC
VO01_07	715844.451	3946593.212	89.523	EC
VO01_08	715843.471	3946592.164	89.523	EC
VO01_09	715840.694	3946596.759	89.492	EC
VO01_10	715839.717	3946595.706	89.489	EC
VO01_21	715836.998	3946600.252	89.456	EC
VO01_22	715836.019	3946599.205	89.453	EC
VO01_27	715833.326	3946603.717	89.421	EC
VO01_28	715832.323	3946602.696	89.421	EC
VO01_29	715829.609	3946607.228	89.386	EC
VO01_30	715828.641	3946606.167	89.385	EC
VO01_35	715825.921	3946610.711	89.354	EC
VO01_36	715824.958	3946609.649	89.354	EC
VO01_37	715822.227	3946614.201	89.319	EC
VO01_38	715821.236	3946613.167	89.319	EC
VO01_43	715818.573	3946617.658	89.289	EC
VO01_44	715817.568	3946616.630	89.286	EC
VO01_45	715814.899	3946621.126	89.256	EC
VO01_46	715813.878	3946620.116	89.253	EC
VO01_51	715811.204	3946624.616	89.221	EC
VO01_52	715810.205	3946623.581	89.221	EC
VO01_53	715807.544	3946628.072	89.188	EC
VO01_54	715806.564	3946627.025	89.190	EC
VO01_57	715807.544	3946628.072	89.188	EC
VO01_58	715806.562	3946627.025	89.189	EC
VO01_59	715803.835	3946631.576	89.161	EC
VO01_60	715802.870	3946630.515	89.163	EC
VO01_63	715803.832	3946631.577	89.161	EC
VO01_64	715802.870	3946630.513	89.163	EC
VO01_65	715800.153	3946635.052	89.134	EC
VO01_66	715799.183	3946633.994	89.133	EC
VO01_69	715796.462	3946638.541	89.110	EC
VO01_70	715795.508	3946637.466	89.111	EC
VO01_73	715792.799	3946641.998	89.087	EC
VO01_74	715791.808	3946640.959	89.089	EC
VO01_77	715789.132	3946645.457	89.073	EC
VO01_78	715788.206	3946644.360	89.073	EC
VO01_81	715785.527	3946648.868	89.054	EC
VO01_82	715784.538	3946647.826	89.053	EC
VO01_85	715781.801	3946652.383	89.036	EC
VO01_86	715780.830	3946651.331	89.036	EC
VO01_89	715778.141	3946655.839	89.023	EC
VO01_90	715777.151	3946654.799	89.024	EC
VO01_93	715774.525	3946659.256	89.013	EC
VO01_94	715773.536	3946658.219	89.011	EC
VO01_97	715770.840	3946662.737	89.004	EC
VO01_98	715769.858	3946661.691	89.004	EC
VO01_101	715767.156	3946666.219	88.997	EC
VO01_102	715766.183	3946665.166	88.996	EC
VO01_105	715763.449	3946669.721	88.994	EC
VO01_106	715762.482	3946668.660	88.993	EC
VO01_109	715759.785	3946673.183	88.990	EC
